"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
20	20002	4	1	0	1991	7	3	4	0	3	9	12	0
20	20024	56	0	0	1991	12	4	4	0	0	14	14	2
20	20123	244	1	0	1991	8	3	5	0	4	14	12	0
20	20033	76	0	0	1990	12	4	1	0	0	11	5	2
20	20120	235	1	0	1991	5	2	5	0	2	13	10	1
20	20084	160	1	0	1991	5	2	7	0	2	11	10	1
20	20093	177	1	0	1991	1	1	6	0	1	13	12	0
20	20091	172	1	0	1991	3	1	6	0	1	13	12	0
20	20051	118	0	0	1991	8	3	1	0	0	14	14	0
20	20056	127	1	0	1991	5	2	1	0	3	14	16	1
20	20078	153	0	0	1991	11	4	1	0	0	6	6	0
20	20057	128	0	0	1991	5	2	1	0	0	6	8	1
20	20031	71	1	0	1991	2	1	1	0	8	15	15	1
20	20121	238	1	0	1991	7	3	5	0	2	18	14	0
20	20043	103	1	0	1991	3	1	1	0	5	14	14	0
20	20101	197	1	0	1991	5	2	6	0	3	13	14	1
20	20035	84	0	0	1991	11	4	3	0	0	11	11	4
20	20090	171	1	0	1991	7	3	7	0	1	12	11	1
20	20023	53	1	0	1991	11	4	4	0	1	15	12	0
20	20098	188	1	0	1990	12	4	5	0	3	11	11	0
20	20088	166	1	0	1991	2	1	6	0	2	13	13	0
20	20077	152	0	0	1991	10	4	1	0	0	2	4	0
20	20080	155	0	0	1991	11	4	1	0	0	10	8	0
20	20006	13	1	0	1991	7	3	4	0	1	9	7	2
20	20123	242	1	0	1990	10	4	3	0	4	13	12	0
20	20024	55	1	0	1991	7	3	3	0	2	13	13	0
20	20042	102	0	0	1991	8	3	2	0	0	11	11	0
20	20013	30	0	0	1990	11	4	2	0	0	12	11	0
20	20117	227	1	0	1991	10	4	6	0	2	16	14	0
20	20087	164	1	0	1991	5	2	7	0	3	13	13	0
20	20007	14	1	0	1991	2	1	3	0	1	10	10	0
20	20065	138	1	0	1991	9	3	1	0	3	14	14	0
20	20108	210	0	0	1991	3	1	8	0	0	7	7	2
20	20047	111	0	0	1991	3	1	1	0	0	11	11	1
20	20089	168	1	0	1991	1	1	6	0	4	14	15	0
20	20125	250	1	0	1991	8	3	5	0	4	13	13	0
20	20059	132	0	0	1991	7	3	1	0	0	9	9	0
20	20122	240	1	0	1991	5	2	5	0	1	12	12	1
20	20130	265	1	0	1991	9	3	5	0	1	12	12	0
20	20050	117	1	0	1991	8	3	2	0	1	9	9	0
20	20137	283	0	0	1991	7	3	4	0	0	14	14	0
20	20067	140	1	0	1991	9	3	1	0	3	13	13	1
20	20008	16	1	0	1990	10	4	2	0	2	10	11	2
20	20038	92	0	0	1991	8	3	8	0	0	10	10	1
20	20128	257	1	0	1990	11	4	3	0	1	12	12	0
20	20128	259	1	0	1991	9	3	5	0	3	16	16	0
20	20130	264	0	0	1991	4	2	4	0	0	9	11	0
20	20136	281	1	0	1991	11	4	5	0	1	13	10	0
20	20054	124	1	0	1991	10	4	2	0	1	12	11	0
20	20028	64	1	0	1991	2	1	7	0	2	10	11	0
20	20098	190	1	0	1991	10	4	7	0	3	10	11	0
20	20127	255	1	0	1991	4	2	4	0	4	13	14	2
20	20094	180	1	0	1991	4	2	6	0	2	13	13	1
20	20098	189	0	0	1991	5	2	6	0	0	9	9	1
20	20073	148	1	0	1991	9	3	1	0	4	11	10	0
20	20068	142	1	0	1991	4	2	7	0	2	11	11	1
20	20023	52	1	0	1991	6	2	3	0	3	13	13	0
20	20102	201	1	0	1991	11	4	7	0	3	8	9	0
20	20074	149	1	0	1991	9	3	1	0	4	15	13	0
20	20011	26	1	0	1991	9	3	4	0	4	14	14	0
20	20105	207	0	0	1991	11	4	7	0	0	12	11	1
20	20052	120	1	0	1991	10	4	2	0	1	13	14	1
20	20017	40	1	0	1991	1	1	7	0	6	15	13	0
20	20034	79	1	0	1991	1	1	1	0	3	8	9	1
20	20039	94	0	0	1991	6	2	2	0	0	11	11	1
20	20003	5	0	0	1991	1	1	3	0	0	12	12	0
20	20018	41	1	0	1991	2	1	7	0	2	12	12	0
20	20127	254	1	0	1990	11	4	3	0	2	14	10	2
20	20010	23	0	0	1991	8	3	4	0	0	7	7	3
20	20099	192	1	0	1991	5	2	6	0	2	12	12	1
20	20100	194	1	0	1991	2	1	5	0	1	11	11	5
20	20097	186	1	0	1990	12	4	5	0	1	14	14	0
20	20029	67	1	0	1991	4	2	2	0	2	11	5	0
20	20034	80	0	0	1991	7	3	2	0	0	13	10	0
20	20010	22	1	0	1991	3	1	3	0	1	11	11	1
20	20046	109	1	0	1991	3	1	1	0	3	13	13	1
20	20033	77	1	0	1991	5	2	2	0	2	13	12	2
20	20095	182	1	0	1990	12	4	5	0	1	10	10	0
20	20096	184	1	0	1990	12	4	5	0	1	14	14	0
20	20120	234	1	0	1990	12	4	4	0	2	14	12	0
20	20036	86	1	0	1991	6	2	2	0	5	14	14	0
20	20032	75	1	0	1991	11	4	3	0	1	15	14	0
20	20105	206	1	0	1991	6	2	6	0	1	11	10	0
20	20045	108	0	0	1991	8	3	2	0	0	12	12	0
20	20022	50	1	0	1991	8	3	3	0	6	14	16	0
20	20060	133	1	0	1991	7	3	1	0	7	9	11	0
20	20132	271	1	0	1991	9	3	5	0	5	13	14	0
20	20029	66	1	0	1990	11	4	1	0	9	11	11	0
20	20112	217	1	0	1990	10	4	4	0	1	14	14	0
20	20099	193	1	0	1991	10	4	7	0	3	15	15	0
20	20001	1	0	0	1990	12	4	7	0	0	10	10	2
20	20119	232	1	0	1991	3	1	4	0	1	12	12	0
20	20107	209	1	0	1991	2	1	9	0	2	9	9	2
20	20117	226	1	0	1991	5	2	5	0	2	16	15	1
20	20012	29	1	0	1991	10	4	9	0	1	13	12	0
20	20011	25	1	0	1991	4	2	3	0	3	15	15	4
20	20094	179	0	0	1990	11	4	5	0	0	12	12	0
20	20137	282	1	0	1991	1	1	3	0	2	16	16	0
20	20118	228	1	0	1990	12	4	4	0	2	16	15	0
20	20016	38	0	0	1991	7	3	8	0	0	11	11	0
20	20041	99	1	0	1991	3	1	1	0	6	10	9	0
20	20035	83	0	0	1991	6	2	2	0	0	10	10	0
20	20087	163	1	0	1991	1	1	6	0	2	14	14	0
20	20027	63	0	0	1991	8	3	3	0	0	9	9	0
20	20088	167	1	0	1991	7	3	7	0	2	17	14	2
20	20123	243	1	0	1991	3	1	4	0	1	11	10	0
20	20013	31	1	0	1991	4	2	3	0	2	15	13	0
20	20049	115	0	0	1991	9	3	2	0	0	7	9	0
20	20004	9	1	0	1991	7	3	4	0	4	13	13	0
20	20035	82	0	0	1991	1	1	1	0	0	12	11	0
20	20132	269	1	0	1990	11	4	3	0	2	14	13	2
20	20053	121	0	0	1991	5	2	1	0	0	10	10	0
20	20027	61	1	0	1990	10	4	1	0	6	10	10	0
20	20003	6	0	0	1991	6	2	4	0	0	8	9	2
20	20094	181	1	0	1991	10	4	7	0	2	16	8	0
20	20084	159	1	0	1990	12	4	6	0	3	14	16	0
20	20086	162	1	0	1991	1	1	6	0	4	15	12	0
20	20105	205	0	0	1991	1	1	5	0	0	11	10	1
20	20016	39	1	0	1991	11	4	9	0	1	8	10	3
20	20048	113	0	0	1991	3	1	1	0	0	9	9	0
20	20019	43	1	0	1991	2	1	2	0	1	11	12	1
20	20058	130	1	0	1991	6	2	1	0	10	10	10	0
20	20097	187	1	0	1991	5	2	6	0	1	13	13	1
20	20118	229	1	0	1991	5	2	5	0	2	14	13	0
20	20018	42	1	0	1991	7	3	8	0	2	12	11	1
20	20100	195	1	0	1991	7	3	6	0	5	15	15	0
20	20034	81	1	0	1991	12	4	3	0	4	13	13	1
20	20030	70	0	0	1991	10	4	3	0	0	9	12	2
20	20075	150	0	0	1991	10	4	1	0	0	12	12	0
20	20040	98	1	0	1991	11	4	3	0	2	11	12	0
20	20007	15	0	0	1991	7	3	4	0	0	9	6	0
20	20040	96	1	0	1991	1	1	1	0	2	9	8	0
20	20040	97	1	0	1991	6	2	2	0	1	8	8	1
20	20135	278	1	0	1991	6	2	4	0	1	12	12	0
20	20025	58	1	0	1991	8	3	3	0	5	15	15	2
20	20126	251	1	0	1990	10	4	3	0	3	13	13	0
20	20012	28	1	0	1991	5	2	8	0	1	10	10	1
20	20052	119	1	0	1991	5	2	1	0	1	12	12	1
20	20037	88	0	0	1991	1	1	1	0	0	11	11	0
20	20110	213	1	0	1991	1	1	5	0	2	12	11	1
20	20096	185	1	0	1991	5	2	6	0	6	13	13	1
20	20122	239	1	0	1990	12	4	4	0	1	12	12	0
20	20126	252	1	0	1991	3	1	4	0	3	13	13	1
20	20038	91	1	0	1991	3	1	7	0	2	12	11	2
20	20083	158	1	0	1991	11	4	1	0	3	6	9	0
20	20115	223	1	0	1991	3	1	4	0	1	13	12	0
20	20102	200	1	0	1991	5	2	6	0	2	11	11	5
20	20015	35	1	0	1991	5	2	3	0	1	13	13	0
20	20125	249	1	0	1991	3	1	4	0	2	13	13	0
20	20125	248	0	0	1990	10	4	3	0	0	13	10	0
20	20021	47	1	0	1991	2	1	2	0	1	10	10	1
20	20014	33	1	0	1990	11	4	2	0	1	11	10	2
20	20072	147	1	0	1991	9	3	1	0	1	13	13	0
20	20104	204	1	0	1991	3	1	10	0	6	12	15	0
20	20039	93	1	0	1991	1	1	1	0	3	13	6	1
20	20112	218	1	0	1991	3	1	5	0	4	13	14	0
20	20117	225	1	0	1990	12	4	4	0	2	12	13	3
20	20054	123	1	0	1991	5	2	1	0	3	10	10	0
20	20119	231	1	0	1990	10	4	3	0	1	9	11	0
20	20005	11	1	0	1991	7	3	4	0	1	10	10	0
20	20129	260	1	0	1990	11	4	3	0	9	13	19	2
20	20133	272	1	0	1990	10	4	3	0	3	11	11	3
20	20015	34	1	0	1990	12	4	2	0	1	14	13	0
20	20009	19	0	0	1991	3	1	3	0	0	14	14	1
20	20116	224	0	0	1990	11	4	4	0	0	13	13	2
20	20106	208	1	0	1991	1	1	5	0	2	5	10	0
20	20092	176	1	0	1991	9	3	7	0	3	15	14	2
20	20053	122	1	0	1991	10	4	2	0	1	11	11	1
20	20093	178	0	0	1991	6	2	7	0	0	6	5	0
20	20131	266	1	0	1990	11	4	3	0	3	12	14	0
20	20062	135	1	0	1991	7	3	1	0	5	8	8	0
20	20128	258	1	0	1991	4	2	4	0	1	7	11	0
20	20092	174	1	0	1990	11	4	5	0	8	18	17	0
20	20130	263	0	0	1990	10	4	3	0	0	10	13	1
20	20041	100	1	0	1991	7	3	2	0	1	8	9	1
20	20020	45	1	0	1991	2	1	2	0	1	11	11	1
20	20082	157	0	0	1991	11	4	1	0	0	10	10	0
20	20131	268	1	0	1991	9	3	5	0	3	12	12	1
20	20111	215	0	0	1991	2	1	5	0	0	9	9	1
20	20026	59	1	0	1991	3	1	2	0	1	11	11	2
20	20043	104	1	0	1991	8	3	2	0	3	14	13	1
20	20024	54	1	0	1991	2	1	2	0	1	12	13	0
20	20068	141	0	0	1990	10	4	6	0	0	10	9	1
20	20063	136	1	0	1991	7	3	1	0	6	9	9	1
20	20099	191	1	0	1990	12	4	5	0	5	17	17	0
20	20044	106	1	0	1991	10	4	2	0	5	14	14	0
20	20037	89	0	0	1991	6	2	2	0	0	13	13	0
20	20030	68	1	0	1990	12	4	1	0	1	11	11	0
20	20042	101	1	0	1991	3	1	1	0	4	12	11	0
20	20011	24	1	0	1990	11	4	2	0	6	16	15	0
20	20009	20	1	0	1991	8	3	4	0	2	16	14	0
20	20090	170	1	0	1991	2	1	6	0	2	10	10	2
20	20045	107	1	0	1991	3	1	1	0	8	9	9	0
20	20137	284	0	0	1991	12	4	5	0	0	12	11	0
20	20066	139	1	0	1991	9	3	1	0	1	13	13	0
20	20135	277	1	0	1991	1	1	3	0	2	12	14	2
20	20033	78	0	0	1991	10	4	3	0	0	11	11	0
20	20129	261	1	0	1991	4	2	4	0	3	16	12	0
20	20114	221	1	0	1991	2	1	7	0	2	13	13	0
20	20101	198	0	0	1991	10	4	7	0	0	10	9	3
20	20115	222	1	0	1990	10	4	3	0	1	12	12	2
20	20030	69	0	0	1991	5	2	2	0	0	5	6	0
20	20133	273	1	0	1991	4	2	4	0	2	4	10	1
20	20131	267	0	0	1991	4	2	4	0	0	7	10	0
20	20092	175	1	0	1991	4	2	6	0	3	13	13	1
