"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
22	22086	636	0	0	1990	11	4	1	0	0	10	10	1
22	22181	875	0	0	1991	10	4	2	0	0	11	10	0
22	22166	847	0	0	1991	9	3	2	0	0	11	10	0
22	22213	941	0	0	1991	2	1	6	0	0	13	11	1
22	22142	788	0	0	1991	10	4	3	0	0	11	10	1
22	22124	739	0	0	1991	6	2	4	0	0	14	11	0
22	22126	744	1	0	1991	1	1	3	0	1	10	11	0
22	22013	491	0	0	1991	1	1	2	0	0	8	9	1
22	22206	927	0	0	1991	11	4	8	0	0	11	10	1
22	22186	884	0	0	1991	6	2	1	0	0	11	10	0
22	22153	816	1	0	1991	2	1	1	0	1	12	12	0
22	22205	924	0	0	1990	12	4	6	0	0	10	7	5
22	22050	549	0	0	1990	10	4	1	0	0	12	10	0
22	22192	895	0	0	1991	2	1	8	0	0	9	11	4
22	22164	842	0	0	1991	4	2	1	0	0	11	9	3
22	22111	701	0	0	1990	11	4	3	0	0	13	11	0
22	22117	719	1	0	1991	6	2	4	0	2	13	11	0
22	22156	826	0	0	1991	7	3	2	0	0	10	11	0
22	22090	647	0	0	1991	9	3	6	0	0	12	9	0
22	22026	506	0	0	1991	9	3	1	0	0	12	12	0
22	22108	694	0	0	1991	7	3	5	0	0	7	7	4
22	22170	854	0	0	1990	12	4	2	0	0	11	11	0
22	22201	914	0	0	1990	10	4	6	0	0	13	11	0
22	22137	774	1	0	1991	3	1	3	0	2	14	13	1
22	22120	728	0	0	1991	5	2	4	0	0	16	11	0
22	22140	780	1	0	1991	1	1	1	0	1	11	10	1
22	22132	760	0	0	1990	10	4	2	0	0	10	10	1
22	22048	544	0	0	1991	4	2	2	0	0	14	10	0
22	22110	700	0	0	1991	9	3	5	0	0	14	11	1
22	22018	498	0	0	1991	8	3	1	0	0	14	11	0
22	22152	815	1	0	1991	2	1	1	0	3	12	12	0
22	22197	907	0	0	1991	1	1	7	0	0	10	11	3
22	22167	848	0	0	1991	4	2	1	0	0	9	9	0
22	22133	763	0	0	1991	3	1	3	0	0	10	10	0
22	22056	568	0	0	1991	3	1	2	0	0	12	11	1
22	22214	944	0	0	1991	9	3	8	0	0	8	11	2
22	22194	900	0	0	1991	3	1	8	0	0	9	10	1
22	22114	711	0	0	1991	5	2	2	0	0	13	11	0
22	22142	786	0	0	1991	1	1	1	0	0	10	9	0
22	22004	481	0	0	1991	7	3	1	0	0	9	9	1
22	22196	904	0	0	1991	1	1	7	0	0	16	10	1
22	22176	866	0	0	1991	10	4	2	0	0	11	11	0
22	22064	590	0	0	1991	4	2	2	0	0	9	11	0
22	22067	599	1	0	1991	9	3	7	0	2	8	11	0
22	22189	889	0	0	1991	11	4	2	0	0	7	10	0
22	22150	809	0	0	1990	12	4	2	0	0	11	9	1
22	22109	697	0	0	1991	8	3	5	0	0	15	12	0
22	22017	497	0	0	1991	8	3	1	0	0	14	11	1
22	22176	865	0	0	1991	5	2	1	0	0	9	10	0
22	22049	546	1	0	1990	10	4	1	0	1	8	10	2
22	22189	888	0	0	1991	7	3	1	0	0	9	11	0
22	22136	771	0	0	1991	3	1	3	0	0	10	11	0
22	22214	942	0	0	1990	11	4	6	0	0	11	10	1
22	22013	492	0	0	1991	6	2	3	0	0	8	10	0
22	22195	902	0	0	1990	12	4	7	0	0	13	11	4
22	22094	657	0	0	1991	10	4	3	0	0	11	10	1
22	22069	603	0	0	1991	5	2	6	0	0	10	10	3
22	22013	493	0	0	1991	11	4	4	0	0	13	11	0
22	22200	913	0	0	1991	8	3	8	0	0	14	10	1
22	22191	893	0	0	1991	7	3	9	0	0	11	11	1
22	22135	767	0	0	1990	10	4	2	0	0	9	9	1
22	22168	851	0	0	1991	9	3	2	0	0	9	11	2
22	22042	526	0	0	1991	7	3	3	0	0	16	8	0
22	22137	775	1	0	1991	8	3	4	0	5	18	16	1
22	22138	777	0	0	1991	5	2	2	0	0	12	9	0
22	22175	863	0	0	1991	5	2	1	0	0	13	11	0
22	22153	817	0	0	1991	7	3	2	0	0	11	11	0
22	22082	630	0	0	1991	8	3	6	0	0	11	10	0
22	22075	615	0	0	1990	12	4	5	0	0	12	11	1
22	22067	597	1	0	1990	11	4	5	0	2	12	12	2
22	22043	528	0	0	1990	10	4	1	0	0	11	10	0
22	22141	785	0	0	1991	10	4	3	0	0	13	11	2
22	22211	938	0	0	1991	7	3	7	0	0	9	10	0
22	22192	894	0	0	1990	10	4	7	0	0	9	11	3
22	22121	730	0	0	1990	12	4	1	0	0	12	10	0
22	22130	756	0	0	1991	7	3	4	0	0	13	11	0
22	22050	550	0	0	1991	3	1	2	0	0	13	11	0
22	22127	747	0	0	1991	7	3	4	0	0	12	10	0
22	22168	850	0	0	1991	4	2	1	0	0	9	10	0
22	22169	852	0	0	1991	5	2	1	0	0	3	9	0
22	22122	734	0	0	1991	9	3	5	0	0	12	11	1
22	22042	527	0	0	1991	12	4	4	0	0	12	11	3
22	22135	769	0	0	1991	8	3	4	0	0	11	11	2
22	22059	577	0	0	1991	3	1	2	0	0	15	11	1
22	22091	649	0	0	1991	4	2	5	0	0	9	9	0
22	22199	910	0	0	1990	10	4	6	0	0	9	9	2
22	22091	648	0	0	1990	11	4	4	0	0	10	10	1
22	22201	916	0	0	1991	8	3	8	0	0	10	9	0
22	22184	880	0	0	1991	6	2	1	0	0	11	9	1
22	22140	782	0	0	1991	10	4	3	0	0	13	11	1
