"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
26	26074	2409	0	0	1990	10	4	4	0	0	11	11	0
26	26073	2407	1	0	1991	3	1	6	0	1	12	10	3
26	26102	2484	1	0	1991	6	2	5	0	3	12	13	3
26	26312	2953	1	0	1991	8	3	1	0	1	13	13	0
26	26080	2424	0	0	1990	11	4	4	0	0	7	9	0
26	26055	2369	0	0	1991	5	2	6	0	0	11	11	1
26	26241	2837	0	0	1991	3	1	1	0	0	12	10	0
26	26024	2300	0	0	1991	8	3	8	0	0	6	9	3
26	26276	2893	1	0	1991	5	2	1	0	1	14	10	0
26	26011	2267	0	0	1990	10	4	9	0	0	4	7	0
26	26165	2648	0	0	1991	6	2	3	0	0	10	10	0
26	26151	2612	1	0	1991	6	2	4	0	1	8	8	3
26	26238	2831	0	0	1991	3	1	1	0	0	8	7	0
26	26190	2716	0	0	1991	5	2	2	0	0	4	10	2
26	26159	2631	0	0	1991	3	1	4	0	0	11	10	0
26	26205	2757	1	0	1991	6	2	2	0	1	10	10	0
26	26019	2289	1	0	1991	6	2	9	0	2	8	10	1
26	26091	2454	0	0	1991	5	2	5	0	0	9	9	2
26	26273	2888	1	0	1991	4	2	1	0	1	12	11	2
26	26038	2329	1	0	1990	11	4	6	0	1	11	11	0
26	26212	2777	1	0	1991	11	4	3	0	1	16	12	0
26	26239	2834	0	0	1991	8	3	2	0	0	9	10	1
26	26180	2689	1	0	1991	9	3	3	0	1	11	11	0
26	26033	2319	1	0	1991	2	1	8	0	3	9	12	0
26	26259	2869	0	0	1991	4	2	1	0	0	13	10	0
26	26150	2609	1	0	1991	6	2	4	0	2	16	10	1
26	26247	2847	1	0	1991	3	1	1	0	1	9	9	1
26	26112	2511	0	0	1991	11	4	6	0	0	12	11	0
26	26255	2862	1	0	1991	8	3	2	0	1	10	11	3
26	26106	2496	0	0	1991	11	4	6	0	0	12	11	0
26	26025	2302	1	0	1991	4	2	8	0	1	10	9	4
26	26057	2373	0	0	1991	2	1	5	0	0	10	11	3
26	26118	2527	0	0	1991	6	2	5	0	0	12	11	5
26	26008	2263	0	0	1991	2	1	9	0	0	13	10	0
26	26042	2341	0	0	1991	10	4	8	0	0	11	11	1
26	26090	2452	0	0	1991	11	4	6	0	0	4	4	3
26	26279	2900	1	0	1991	9	3	2	0	2	9	9	0
26	26062	2381	0	0	1990	10	4	5	0	0	12	10	0
26	26120	2532	1	0	1990	11	4	3	0	1	7	7	0
26	26165	2649	1	0	1991	10	4	4	0	1	9	10	2
26	26119	2531	0	0	1991	11	4	6	0	0	12	10	0
26	26292	2925	1	0	1991	6	2	1	0	2	10	10	0
26	26210	2770	1	0	1991	6	2	2	0	6	6	14	0
26	26028	2308	1	0	1991	6	2	8	0	2	9	10	0
26	26097	2468	1	0	1991	2	1	4	0	2	13	12	0
26	26156	2624	0	0	1991	2	1	3	0	0	13	13	0
26	26053	2366	0	0	1991	9	3	7	0	0	7	8	1
26	26081	2428	1	0	1991	4	2	5	0	4	15	14	1
26	26082	2431	1	0	1991	8	3	5	0	1	16	12	1
