"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
27	27036	3059	0	0	1990	12	4	4	0	0	14	10	0
27	27014	3002	0	0	1991	6	2	7	0	0	12	9	0
27	27012	2996	1	0	1990	11	4	6	0	2	14	12	0
27	27141	3300	0	0	1991	7	3	1	0	0	6	11	0
27	27186	3383	0	0	1991	2	1	2	0	0	14	9	0
27	27060	3122	1	0	1991	5	2	4	0	2	13	12	0
27	27001	2977	1	0	1990	10	4	8	0	2	13	12	1
27	27074	3160	1	0	1991	10	4	4	0	1	12	11	1
27	27121	3266	0	0	1991	9	3	2	0	0	11	9	0
27	27164	3325	0	0	1991	5	2	5	0	0	13	8	0
27	27090	3199	0	0	1991	7	3	7	0	0	14	12	2
27	27117	3259	0	0	1991	8	3	2	0	0	14	11	0
27	27064	3132	0	0	1991	1	1	3	0	0	16	9	0
27	27007	2985	1	0	1990	10	4	6	0	1	11	9	2
27	27167	3333	0	0	1990	12	4	4	0	0	8	10	1
27	27173	3352	1	0	1991	11	4	6	0	2	15	12	0
27	27122	3268	1	0	1991	10	4	2	0	2	12	11	1
27	27036	3061	1	0	1991	10	4	6	0	2	16	12	1
27	27063	3130	1	0	1991	1	1	2	0	2	11	12	3
27	27099	3224	0	0	1991	6	2	2	0	0	12	9	0
27	27084	3184	0	0	1991	3	1	2	0	0	10	10	3
27	27019	3017	1	0	1991	8	3	7	0	2	14	12	0
27	27087	3191	0	0	1991	4	2	6	0	0	11	9	0
27	27105	3238	0	0	1991	7	3	2	0	0	12	10	2
27	27075	3162	0	0	1991	6	2	3	0	0	11	10	0
27	27170	3342	0	0	1991	5	2	5	0	0	10	9	1
27	27030	3045	0	0	1991	3	1	5	0	0	12	9	1
27	27043	3079	1	0	1990	11	4	3	0	1	13	11	0
27	27059	3119	1	0	1991	5	2	4	0	3	11	12	0
27	27030	3044	0	0	1990	10	4	4	0	0	14	10	0
27	27166	3331	0	0	1991	5	2	5	0	0	12	7	0
27	27092	3203	1	0	1991	3	1	2	0	2	4	11	0
27	27082	3180	1	0	1991	12	4	4	0	1	16	11	1
27	27062	3127	1	0	1990	12	4	3	0	1	13	12	0
27	27039	3069	0	0	1991	7	3	4	0	0	13	11	0
27	27136	3293	1	0	1991	10	4	2	0	1	14	8	1
27	27150	3309	0	0	1991	8	3	1	0	0	14	11	0
27	27002	2979	0	0	1990	12	4	8	0	0	11	10	1
27	27124	3273	0	0	1991	8	3	6	0	0	11	10	0
27	27181	3373	1	0	1991	11	4	5	0	1	14	11	0
27	27172	3347	0	0	1990	10	4	3	0	0	16	9	0
27	27175	3358	0	0	1991	8	3	5	0	0	16	8	1
27	27114	3253	0	0	1991	9	3	2	0	0	12	11	0
27	27068	3144	0	0	1991	6	2	4	0	0	16	10	0
27	27074	3158	0	0	1990	12	4	2	0	0	11	9	0
27	27020	3020	0	0	1991	10	4	7	0	0	10	11	1
27	27166	3330	0	0	1991	1	1	4	0	0	10	8	1
27	27025	3033	1	0	1991	11	4	7	0	2	12	12	3
27	27065	3135	0	0	1991	6	2	4	0	0	10	11	0
27	27058	3115	0	0	1990	12	4	3	0	0	9	10	0
27	27162	3320	0	0	1991	12	4	1	0	0	6	10	0
27	27048	3089	0	0	1990	11	4	3	0	0	11	10	1
27	27176	3359	0	0	1990	11	4	3	0	0	16	10	0
27	27054	3107	0	0	1990	12	4	5	0	0	9	10	3
27	27101	3230	0	0	1991	5	2	2	0	0	7	10	0
27	27154	3312	0	0	1991	9	3	1	0	0	10	6	0
27	27022	3025	1	0	1991	4	2	6	0	2	14	11	2
27	27180	3369	0	0	1991	2	1	3	0	0	14	10	1
27	27091	3202	1	0	1991	7	3	3	0	2	13	13	0
27	27016	3007	1	0	1991	2	1	6	0	1	8	9	0
27	27049	3094	0	0	1991	9	3	7	0	0	13	10	3
27	27094	3209	0	0	1991	3	1	2	0	0	11	10	0
27	27049	3093	0	0	1991	4	2	6	0	0	12	10	1
27	27186	3382	0	0	1990	10	4	1	0	0	13	10	1
27	27050	3095	0	0	1991	2	1	6	0	0	17	8	0
27	27191	3396	0	0	1991	8	3	4	0	0	10	10	1
27	27045	3083	1	0	1991	2	1	3	0	1	12	11	0
27	27105	3239	0	0	1991	12	4	3	0	0	11	11	0
27	27036	3060	0	0	1991	5	2	5	0	0	15	10	0
27	27042	3078	1	0	1991	9	3	5	0	1	17	11	0
27	27032	3050	1	0	1990	11	4	4	0	1	14	10	4
27	27157	3315	0	0	1991	10	4	1	0	0	11	11	1
27	27015	3004	0	0	1990	10	4	5	0	0	12	10	0
27	27094	3210	0	0	1991	8	3	3	0	0	13	11	0
27	27031	3049	0	0	1991	9	3	6	0	0	8	11	1
27	27166	3332	1	0	1991	10	4	6	0	1	16	11	0
27	27042	3077	0	0	1991	4	2	4	0	0	9	11	1
27	27049	3092	0	0	1990	11	4	5	0	0	14	11	2
27	27115	3254	1	0	1991	3	1	1	0	2	11	11	1
27	27045	3085	0	0	1991	12	4	5	0	0	12	11	0
27	27083	3183	1	0	1991	12	4	4	0	6	9	17	1
27	27082	3179	1	0	1991	7	3	3	0	1	17	11	0
27	27085	3186	0	0	1990	11	4	5	0	0	12	11	1
27	27031	3047	0	0	1990	12	4	4	0	0	13	10	0
27	27191	3394	0	0	1990	10	4	2	0	0	10	10	0
27	27019	3016	1	0	1991	3	1	6	0	4	13	12	1
27	27075	3163	1	0	1991	11	4	4	0	1	12	11	0
27	27117	3258	1	0	1991	3	1	1	0	8	11	15	0
27	27103	3232	0	0	1991	1	1	1	0	0	12	10	0
27	27169	3338	0	0	1990	12	4	4	0	0	13	10	0
27	27175	3356	0	0	1990	10	4	3	0	0	17	9	1
