"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
38	38005	6354	0	1	1991	9	3	5	0	0	9	9	3
38	38009	6361	1	1	1991	4	2	5	0	1	7	9	2
38	38062	6482	1	1	1991	9	3	2	0	3	10	9	0
38	38022	6388	0	1	1990	11	4	2	0	0	7	9	1
38	38072	6497	1	1	1991	11	4	2	0	2	12	12	2
38	38081	6506	1	1	1991	9	3	1	0	5	8	13	0
38	38098	6538	1	1	1991	7	3	6	0	3	14	12	2
38	38022	6390	1	1	1991	8	3	4	0	3	13	13	0
38	38093	6529	0	1	1991	5	2	6	0	0	7	12	0
38	38031	6411	1	1	1991	3	1	1	0	1	4	6	2
38	38060	6477	0	1	1991	4	2	1	0	0	14	10	1
38	38012	6367	0	1	1990	12	4	3	0	0	8	8	1
38	38044	6446	1	1	1991	8	3	2	0	1	12	11	4
38	38010	6363	1	1	1990	11	4	4	0	1	8	10	0
38	38052	6463	1	1	1991	3	1	1	0	2	3	3	0
38	38103	6548	0	1	1991	4	2	6	0	0	9	9	0
38	38033	6416	1	1	1990	10	4	1	0	4	10	11	2
38	38066	6487	1	1	1991	5	2	1	0	2	11	12	0
38	38043	6442	1	1	1990	11	4	1	0	2	9	11	0
38	38080	6505	1	1	1991	9	3	1	0	2	10	10	0
38	38039	6432	0	1	1991	11	4	2	0	0	12	9	1
38	38028	6406	1	1	1991	11	4	3	0	2	11	11	2
38	38016	6375	1	1	1991	7	3	5	0	1	7	9	2
38	38023	6392	1	1	1991	3	1	4	0	1	5	7	0
38	38057	6472	1	1	1991	4	2	1	0	1	11	11	1
38	38051	6462	1	1	1991	7	3	2	0	2	9	11	1
38	38014	6372	0	1	1991	6	2	4	0	0	10	10	1
38	38060	6478	1	1	1991	10	4	2	0	8	16	15	0
38	38037	6425	0	1	1990	12	4	2	0	0	8	8	2
38	38104	6551	1	1	1991	11	4	6	0	1	4	7	1
38	38067	6488	1	1	1991	5	2	1	0	3	13	13	0
38	38002	6346	0	1	1990	10	4	5	0	0	5	5	2
38	38078	6503	0	1	1991	9	3	1	0	0	16	10	0
38	38036	6424	1	1	1991	9	3	3	0	6	13	13	0
38	38100	6542	0	1	1991	5	2	5	0	0	10	10	3
38	38027	6402	1	1	1991	1	1	2	0	1	11	11	1
38	38032	6415	0	1	1991	9	3	3	0	0	9	9	0
38	38093	6528	1	1	1990	11	4	5	0	1	7	9	0
38	38042	6440	0	1	1991	4	2	2	0	0	10	10	0
38	38097	6536	0	1	1991	5	2	6	0	0	6	10	0
38	38003	6347	0	1	1990	12	4	4	0	0	7	7	0
38	38026	6399	0	1	1990	12	4	2	0	0	14	10	1
38	38028	6405	1	1	1991	6	2	2	0	1	11	11	2
38	38021	6386	0	1	1991	3	1	4	0	0	10	10	0
38	38105	6552	1	1	1990	11	4	5	0	1	12	10	2
