"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
24	24104	1457	0	0	1991	6	2	1	0	0	6	6	0
24	24046	1333	0	0	1991	9	3	6	0	0	13	12	0
24	24020	1271	0	0	1991	10	4	8	0	0	9	9	0
24	24117	1473	1	0	1991	8	3	1	0	1	12	18	0
24	24091	1435	0	0	1991	3	1	1	0	0	8	10	1
24	24119	1475	1	0	1991	9	3	1	0	1	10	15	0
24	24135	1496	0	0	1991	5	2	4	0	0	10	11	3
24	24082	1414	1	0	1991	3	1	2	0	1	10	9	1
24	24048	1338	1	0	1991	5	2	4	0	3	12	12	4
24	24073	1397	1	0	1991	7	3	3	0	2	9	10	0
24	24144	1511	1	0	1991	10	4	9	0	3	10	9	0
24	24020	1270	0	0	1991	5	2	7	0	0	8	9	0
24	24058	1364	1	0	1991	7	3	4	0	1	13	13	3
24	24123	1479	0	0	1991	10	4	1	0	0	9	9	1
24	24077	1402	1	0	1991	2	1	2	0	1	11	11	0
24	24005	1244	1	0	1991	4	2	11	0	2	9	9	3
24	24129	1485	1	0	1991	11	4	1	0	1	10	9	1
24	24059	1365	0	0	1991	2	1	3	0	0	12	12	0
24	24105	1459	1	0	1991	6	2	1	0	1	8	8	3
24	24146	1515	0	0	1990	11	4	7	0	0	10	11	0
24	24138	1501	0	0	1991	9	3	1	0	0	7	10	1
24	24024	1279	0	0	1990	10	4	6	0	0	12	12	0
24	24059	1366	1	0	1991	7	3	4	0	1	10	9	0
24	24099	1450	1	0	1991	9	3	2	0	10	16	19	1
24	24094	1440	1	0	1991	3	1	1	0	1	4	8	0
24	24026	1285	1	0	1990	10	4	6	0	2	6	7	8
24	24034	1307	0	0	1991	9	3	6	0	0	13	10	2
24	24038	1315	1	0	1991	1	1	4	0	1	5	8	0
24	24051	1344	0	0	1990	12	4	3	0	0	10	12	1
24	24072	1395	0	0	1991	1	1	10	0	0	2	9	3
24	24031	1298	0	0	1991	6	2	6	0	0	9	8	0
24	24144	1510	1	0	1991	5	2	8	0	1	10	11	3
24	24032	1300	1	0	1991	3	1	6	0	1	15	14	3
24	24103	1456	1	0	1991	6	2	1	0	1	8	10	0
24	24033	1303	1	0	1991	4	2	5	0	1	12	11	0
24	24144	1509	1	0	1990	12	4	7	0	1	10	10	1
24	24074	1398	1	0	1991	2	1	2	0	2	7	9	0
24	24078	1405	0	0	1991	8	3	3	0	0	14	10	0
24	24131	1487	0	0	1991	1	1	7	0	0	11	11	2
24	24007	1246	1	0	1990	10	4	10	0	3	11	10	1
24	24039	1316	1	0	1991	1	1	4	0	1	10	10	3
24	24066	1381	0	0	1990	11	4	2	0	0	11	9	3
24	24022	1274	0	0	1991	6	2	7	0	0	10	9	1
24	24023	1276	1	0	1990	12	4	6	0	2	12	10	1
24	24053	1351	1	0	1991	6	2	4	0	1	10	8	0
24	24033	1304	1	0	1991	10	4	6	0	4	12	13	1
24	24081	1412	1	0	1991	8	3	3	0	4	13	12	3
24	24056	1358	1	0	1991	1	1	3	0	1	11	11	0
24	24018	1264	1	0	1990	12	4	6	0	2	12	12	1
24	24100	1451	1	0	1991	4	2	1	0	1	8	9	3
24	24045	1328	1	0	1990	10	4	4	0	1	17	12	1
24	24065	1379	1	0	1991	3	1	4	0	2	14	14	0
24	24047	1335	0	0	1991	4	2	5	0	0	14	14	0
24	24097	1445	0	0	1991	3	1	1	0	0	5	9	0
24	24085	1422	1	0	1990	10	4	1	0	2	13	12	0
24	24092	1437	1	0	1991	3	1	1	0	1	8	10	0
24	24122	1478	1	0	1991	9	3	1	0	1	12	11	0
24	24093	1439	0	0	1991	3	1	1	0	0	8	10	2
24	24036	1312	0	0	1991	6	2	5	0	0	10	9	0
24	24016	1260	0	0	1991	6	2	8	0	0	12	10	0
24	24133	1492	0	0	1991	2	1	7	0	0	8	5	4
24	24037	1314	1	0	1991	1	1	5	0	3	10	10	0
24	24033	1302	0	0	1990	11	4	4	0	0	9	7	2
24	24087	1427	1	0	1990	11	4	1	0	3	9	10	0
24	24142	1505	0	0	1991	3	1	9	0	0	11	10	1
24	24071	1394	0	0	1990	12	4	10	0	0	8	8	2
24	24057	1361	1	0	1991	2	1	3	0	1	12	14	0
24	24048	1337	1	0	1990	11	4	3	0	1	13	12	0
24	24019	1266	1	0	1991	1	1	6	0	1	9	8	0
24	24029	1294	1	0	1991	10	4	7	0	2	10	9	1
24	24001	1235	0	0	1990	12	4	10	0	0	11	10	2
24	24069	1390	0	0	1991	10	4	4	0	0	12	10	0
24	24111	1467	0	0	1991	7	3	1	0	0	11	9	0
24	24044	1326	0	0	1991	3	1	5	0	0	12	11	0
24	24006	1245	0	0	1991	1	1	10	0	0	7	9	3
24	24045	1330	1	0	1991	8	3	6	0	1	11	11	0
24	24069	1389	1	0	1991	5	2	3	0	1	16	12	2
