"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
31	31186	4375	1	0	1991	5	2	8	0	3	11	10	2
31	31241	4511	1	0	1990	10	4	4	0	1	11	10	1
31	31012	4034	0	0	1990	10	4	2	0	0	12	10	0
31	31244	4518	0	0	1991	1	1	4	0	0	13	8	0
31	31249	4529	0	0	1990	10	4	4	0	0	10	10	0
31	31208	4425	1	0	1991	1	1	6	0	2	10	12	0
31	31099	4243	1	0	1991	8	3	2	0	1	11	11	1
31	31126	4295	1	0	1991	4	2	1	0	1	12	12	0
31	31014	4040	0	0	1990	12	4	2	0	0	12	9	0
31	31232	4492	1	0	1991	11	4	7	0	1	9	11	1
31	31276	4591	0	0	1991	2	1	3	0	0	10	11	0
31	31181	4365	0	0	1990	12	4	8	0	0	8	9	0
31	31143	4322	0	0	1991	4	2	5	0	0	10	10	1
31	31239	4509	0	0	1991	11	4	7	0	0	9	10	1
31	31091	4225	1	0	1991	2	1	1	0	2	11	10	0
31	31072	4184	1	0	1991	11	4	3	0	1	10	12	0
31	31223	4465	0	0	1991	4	2	6	0	0	12	11	1
31	31076	4192	1	0	1991	7	3	2	0	1	13	10	0
31	31015	4044	1	0	1991	5	2	3	0	1	13	10	0
31	31261	4560	1	0	1991	8	3	5	0	1	10	11	1
31	31253	4540	0	0	1991	11	4	6	0	0	9	9	0
31	31215	4443	0	0	1991	4	2	6	0	0	11	10	1
31	31180	4363	0	0	1990	10	4	3	0	0	14	10	0
31	31017	4050	0	0	1991	10	4	4	0	0	10	10	1
31	31214	4440	0	0	1991	3	1	6	0	0	16	10	0
31	31246	4521	1	0	1990	10	4	4	0	1	13	9	0
31	31021	4061	1	0	1991	5	2	3	0	1	15	11	0
31	31200	4403	0	0	1991	4	2	7	0	0	15	10	2
31	31262	4562	0	0	1991	4	2	4	0	0	5	10	0
31	31177	4360	1	0	1991	11	4	1	0	4	10	8	1
31	31159	4340	1	0	1991	8	3	1	0	1	10	10	1
31	31216	4447	0	0	1991	8	3	7	0	0	4	7	1
31	31275	4589	1	0	1991	6	2	4	0	1	9	11	0
31	31275	4588	0	0	1991	1	1	3	0	0	12	10	0
31	31109	4262	0	0	1991	9	3	2	0	0	12	9	0
31	31080	4201	1	0	1991	1	1	1	0	1	7	11	2
31	31021	4060	0	0	1990	12	4	2	0	0	13	10	1
31	31132	4307	1	0	1991	10	4	2	0	4	15	13	0
31	31144	4325	0	0	1991	11	4	2	0	0	3	6	0
31	31259	4553	1	0	1991	3	1	4	0	1	11	10	0
31	31224	4469	1	0	1991	9	3	7	0	7	12	12	1
31	31023	4068	1	0	1991	11	4	4	0	2	13	12	2
31	31264	4567	1	0	1991	5	2	4	0	1	18	9	1
31	31079	4199	1	0	1991	6	2	2	0	1	15	11	1
31	31084	4211	0	0	1991	6	2	2	0	0	9	9	0
31	31111	4265	1	0	1991	3	1	1	0	1	9	10	0
31	31115	4274	0	0	1991	8	3	2	0	0	11	10	0
31	31011	4032	0	0	1991	5	2	5	0	0	10	9	0
31	31148	4329	1	0	1991	8	3	1	0	1	11	11	0
31	31050	4130	1	0	1991	4	2	2	0	5	15	15	0
31	31247	4524	0	0	1991	2	1	5	0	0	11	7	1
31	31030	4083	1	0	1991	1	1	2	0	1	7	11	0
31	31061	4159	0	0	1991	8	3	3	0	0	11	9	0
31	31009	4025	0	0	1990	11	4	2	0	0	11	10	0
31	31062	4160	0	0	1990	12	4	1	0	0	7	9	0
31	31107	4258	0	0	1991	3	1	1	0	0	3	10	0
31	31070	4180	0	0	1990	12	4	1	0	0	11	9	0
31	31002	4010	0	0	1991	3	1	3	0	0	11	10	0
31	31069	4177	0	0	1990	12	4	1	0	0	12	10	0
31	31044	4115	1	0	1990	12	4	4	0	1	8	10	0
31	31195	4394	0	0	1991	8	3	8	0	0	14	10	0
31	31114	4271	0	0	1991	3	1	1	0	0	7	10	0
31	31203	4412	0	0	1991	8	3	8	0	0	10	10	1
31	31053	4140	0	0	1991	8	3	3	0	0	11	10	0
31	31224	4468	0	0	1991	4	2	6	0	0	11	11	0
31	31089	4221	0	0	1991	2	1	1	0	0	6	8	0
31	31072	4183	0	0	1991	6	2	2	0	0	3	10	1
31	31264	4566	1	0	1990	12	4	3	0	2	16	11	0
31	31178	4361	0	0	1991	11	4	1	0	0	5	8	0
31	31279	4598	0	0	1991	3	1	3	0	0	10	10	1
31	31067	4171	1	0	1990	12	4	1	0	1	10	8	0
31	31207	4424	0	0	1991	11	4	8	0	0	8	7	0
31	31229	4481	1	0	1990	12	4	5	0	2	12	12	0
31	31156	4337	1	0	1991	8	3	1	0	1	8	11	0
31	31208	4426	0	0	1991	6	2	7	0	0	10	9	0
31	31028	4080	1	0	1991	2	1	2	0	3	9	13	1
31	31091	4226	1	0	1991	7	3	2	0	1	13	9	0
31	31244	4519	0	0	1991	7	3	5	0	0	12	9	1
31	31204	4415	0	0	1991	11	4	8	0	0	9	9	0
31	31006	4020	1	0	1991	8	3	4	0	1	11	11	3
31	31125	4294	0	0	1991	9	3	2	0	0	8	8	0
31	31217	4449	1	0	1991	5	2	6	0	6	16	16	1
31	31184	4369	1	0	1990	12	4	7	0	2	15	10	0
31	31257	4548	0	0	1991	8	3	6	0	0	12	10	1
31	31236	4501	1	0	1991	1	1	5	0	3	11	13	0
31	31063	4165	0	0	1991	10	4	6	0	0	11	10	1
31	31123	4290	0	0	1991	11	4	6	0	0	13	10	0
31	31229	4482	0	0	1991	5	2	6	0	0	13	10	0
31	31201	4405	1	0	1990	11	4	6	0	2	15	9	0
31	31030	4085	1	0	1991	11	4	4	0	1	14	11	0
31	31075	4188	0	0	1991	1	1	1	0	0	13	10	0
31	31257	4546	1	0	1990	10	4	4	0	1	16	11	0
