"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
36	36075	5496	0	1	1991	8	3	2	5	0	6	8	6
36	36043	5441	1	1	1991	9	3	4	0	2	12	14	3
36	36011	5367	1	1	1991	3	1	2	0	1	11	11	0
36	36103	5533	1	1	1990	11	4	7	0	1	9	9	0
36	36015	5375	1	1	1991	5	2	2	0	1	10	10	2
36	36016	5379	1	1	1991	10	4	6	0	3	14	13	2
36	36026	5406	1	1	1991	11	4	5	0	1	11	10	0
36	36079	5503	1	1	1991	4	2	1	0	1	9	9	1
36	36027	5407	1	1	1991	2	1	1	0	3	10	11	1
36	36026	5404	1	1	1991	1	1	3	0	6	11	11	1
36	36058	5467	0	1	1991	3	1	2	0	0	9	10	0
36	36080	5506	1	1	1991	10	4	2	0	1	8	8	2
36	36017	5380	1	1	1990	11	4	4	0	3	14	14	1
36	36052	5457	1	1	1991	8	3	1	0	1	9	8	1
36	36094	5524	1	1	1991	8	3	1	0	2	9	9	1
36	36086	5515	0	1	1991	6	2	1	0	0	9	10	1
36	36026	5405	0	1	1991	6	2	4	0	0	11	10	2
36	36043	5439	1	1	1990	11	4	2	0	2	11	11	2
36	36082	5509	0	1	1991	6	2	1	0	0	8	8	1
36	36042	5438	1	1	1991	9	3	4	0	2	16	14	0
36	36095	5525	1	1	1991	10	4	1	0	1	11	11	0
36	36091	5521	1	1	1991	8	3	1	0	2	10	10	0
36	36024	5399	1	1	1990	11	4	4	0	4	10	11	0
36	36022	5394	1	1	1991	4	2	5	0	2	10	10	0
36	36071	5490	1	1	1991	2	1	1	0	1	8	8	0
36	36034	5423	1	1	1991	7	3	4	0	2	9	8	0
36	36020	5391	0	1	1991	8	3	6	0	0	12	12	0
36	36084	5514	1	1	1991	11	4	2	0	1	5	10	0
36	36010	5366	1	1	1990	12	4	5	0	2	14	14	2
36	36104	5535	1	1	1990	11	4	4	0	6	11	17	0
36	36056	5464	1	1	1991	3	1	2	0	1	11	11	1
36	36064	5479	1	1	1991	7	3	1	0	1	8	9	0
36	36003	5354	1	1	1991	8	3	4	0	1	12	12	4
36	36092	5522	1	1	1991	8	3	1	0	1	11	12	0
36	36067	5483	0	1	1991	3	1	1	0	0	10	10	0
36	36105	5539	1	1	1991	8	3	5	0	1	11	10	3
36	36068	5486	0	1	1991	8	3	2	0	0	10	10	0
36	36039	5431	1	1	1991	3	1	3	0	2	14	11	0
36	36022	5395	1	1	1991	9	3	6	0	2	13	12	1
36	36059	5469	0	1	1991	3	1	2	0	0	13	12	2
36	36024	5400	0	1	1991	5	2	5	0	0	14	14	1
36	36104	5537	1	1	1991	10	4	6	0	2	12	12	0
36	36023	5398	1	1	1991	10	4	3	0	6	17	16	4
36	36020	5390	1	1	1991	3	1	5	0	1	6	10	0
36	36050	5454	0	1	1991	5	2	3	0	0	9	9	1
36	36038	5429	0	1	1991	2	1	3	0	0	13	11	0
36	36042	5436	1	1	1990	10	4	2	0	1	13	13	0
36	36102	5532	0	1	1991	4	2	9	0	0	9	8	2
36	36040	5433	0	1	1991	3	1	3	0	0	6	10	0
36	36007	5362	0	1	1991	5	2	6	0	0	9	8	3
36	36016	5377	1	1	1990	11	4	4	0	1	11	12	0
36	36025	5403	1	1	1991	6	2	5	0	4	19	16	0
36	36034	5422	1	1	1991	2	1	3	0	2	11	10	1
36	36062	5475	1	1	1990	11	4	1	0	2	12	12	1
36	36101	5531	0	1	1990	12	4	9	0	0	8	6	0
36	36029	5410	0	1	1991	2	1	1	0	0	11	11	0
36	36017	5381	1	1	1991	4	2	5	0	2	13	13	1
36	36007	5363	0	1	1991	10	4	7	0	0	5	5	3
36	36083	5511	1	1	1991	6	2	1	0	1	10	10	0
36	36046	5445	1	1	1991	6	2	3	0	1	10	12	1
36	36009	5365	0	1	1990	12	4	5	0	0	11	11	0
36	36078	5501	1	1	1991	4	2	1	0	1	10	10	1
36	36037	5428	0	1	1991	9	3	2	0	0	10	11	0
36	36012	5369	1	1	1991	5	2	5	0	3	9	9	1
36	36050	5453	1	1	1990	12	4	2	0	2	8	10	0
36	36036	5426	1	1	1991	6	2	3	0	1	9	12	2
36	36025	5402	1	1	1991	1	1	4	0	4	15	12	0
36	36081	5508	0	1	1991	10	4	2	0	0	6	6	0
