"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
37	37309	6224	1	1	1991	3	1	1	1	3	15	15	1
37	37013	5556	1	1	1990	10	4	8	0	1	9	10	1
37	37397	6339	0	1	1991	11	4	1	0	0	10	8	0
37	37382	6324	0	1	1991	9	3	1	0	0	13	10	0
37	37058	5658	1	1	1991	2	1	5	0	3	16	12	1
37	37238	6061	1	1	1991	1	1	3	0	3	5	10	0
37	37077	5702	0	1	1991	8	3	6	0	0	11	8	1
37	37050	5640	1	1	1990	12	4	5	0	1	15	9	0
37	37169	5904	0	1	1991	10	4	8	0	0	13	10	1
37	37346	6288	0	1	1991	7	3	1	0	0	11	11	0
37	37173	5913	1	1	1991	9	3	8	0	2	12	10	6
37	37289	6182	1	1	1990	12	4	1	0	3	10	11	2
37	37277	6153	0	1	1991	3	1	2	0	0	11	8	0
37	37025	5581	1	1	1991	10	4	8	0	2	9	8	5
37	37137	5847	1	1	1990	12	4	3	0	1	15	9	0
37	37052	5645	1	1	1990	12	4	5	0	2	13	11	0
37	37257	6102	1	1	1990	11	4	2	0	1	11	10	0
37	37301	6209	1	1	1991	7	3	2	0	1	10	10	0
37	37318	6240	0	1	1991	4	2	1	0	0	10	10	0
37	37048	5636	0	1	1991	2	1	5	0	0	10	10	1
37	37233	6049	0	1	1991	3	1	3	0	0	11	10	0
37	37200	5967	1	1	1990	12	4	4	0	2	13	11	3
37	37368	6311	1	1	1991	8	3	1	0	1	13	11	1
37	37109	5781	0	1	1991	2	1	4	0	0	11	10	1
37	37274	6147	0	1	1991	7	3	3	0	0	14	10	0
37	37111	5787	0	1	1991	6	2	5	0	0	6	8	0
37	37109	5782	1	1	1991	7	3	5	0	1	13	10	1
37	37189	5944	0	1	1991	4	2	6	0	0	11	9	7
37	37088	5732	1	1	1991	9	3	6	0	3	8	8	1
37	37168	5901	0	1	1991	8	3	8	0	0	10	10	3
37	37216	6007	0	1	1991	4	2	4	0	0	13	8	0
37	37070	5683	0	1	1991	7	3	6	0	0	12	9	3
37	37237	6060	1	1	1991	6	2	4	0	1	14	11	5
37	37180	5929	1	1	1991	11	4	8	0	1	12	12	0
37	37021	5572	1	1	1990	11	4	7	0	1	13	9	0
37	37251	6085	0	1	1991	4	2	3	0	0	8	10	0
37	37251	6084	1	1	1990	11	4	2	0	1	8	10	0
37	37373	6316	0	1	1991	9	3	1	0	0	9	8	0
37	37040	5615	1	1	1991	5	2	8	0	1	8	8	1
37	37258	6105	0	1	1990	11	4	2	0	0	4	8	0
37	37212	5996	0	1	1990	12	4	3	0	0	9	10	0
37	37188	5941	0	1	1991	4	2	6	0	0	12	10	1
37	37320	6244	0	1	1991	4	2	1	0	0	11	9	0
37	37280	6161	1	1	1991	3	1	2	0	1	12	10	0
37	37125	5817	0	1	1991	4	2	4	0	0	14	10	0
37	37190	5945	1	1	1991	1	1	5	0	1	17	11	3
37	37102	5763	0	1	1991	6	2	5	0	0	5	9	1
37	37219	6014	0	1	1991	3	1	4	0	0	7	8	2
37	37383	6325	1	1	1991	9	3	1	0	1	12	10	0
37	37084	5719	1	1	1990	11	4	4	0	3	13	12	3
37	37237	6059	1	1	1991	1	1	3	0	2	11	9	1
37	37059	5661	0	1	1991	10	4	7	0	0	6	9	1
37	37130	5830	0	1	1991	8	3	5	0	0	12	9	0
37	37263	6117	0	1	1991	10	4	4	0	0	13	9	0
