"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
25	25078	1661	0	0	1991	10	4	3	2	0	6	9	1
25	25148	1788	0	0	1991	5	2	7	0	0	15	10	4
25	25317	2176	0	0	1991	2	1	3	0	0	8	11	1
25	25238	1977	0	0	1991	5	2	5	0	0	12	11	3
25	25335	2221	0	0	1991	7	3	3	0	0	12	10	3
25	25138	1767	0	0	1991	1	1	7	0	0	10	11	0
25	25316	2173	0	0	1991	3	1	3	0	0	8	9	0
25	25145	1783	1	0	1991	11	4	8	0	4	14	13	1
25	25331	2209	1	0	1991	6	2	1	0	7	11	13	1
25	25075	1652	1	0	1991	5	2	2	0	1	0	11	0
25	25218	1931	1	0	1991	7	3	6	0	3	10	12	0
25	25224	1942	1	0	1991	3	1	5	0	2	11	12	1
25	25161	1811	1	0	1990	11	4	6	0	1	14	12	3
25	25242	1988	1	0	1991	5	2	5	0	3	13	11	0
25	25222	1937	0	0	1990	12	4	4	0	0	9	8	2
25	25037	1567	0	0	1991	10	4	1	0	0	11	8	1
25	25200	1896	1	0	1991	10	4	7	0	2	14	13	1
25	25198	1889	0	0	1991	1	1	5	0	0	4	9	0
25	25094	1693	0	0	1991	7	3	2	0	0	4	11	0
25	25336	2222	0	0	1990	12	4	2	0	0	11	10	1
25	25145	1781	0	0	1991	1	1	6	0	0	12	11	0
25	25022	1550	1	0	1991	8	3	3	0	1	9	12	0
25	25253	2016	1	0	1991	1	1	4	0	4	11	14	0
25	25061	1615	1	0	1990	12	4	6	0	1	7	10	0
25	25216	1926	1	0	1991	2	1	5	0	1	13	12	2
25	25248	2003	0	0	1990	11	4	3	0	0	10	10	0
25	25259	2029	0	0	1990	10	4	3	0	0	13	12	2
25	25085	1676	0	0	1991	2	1	1	0	0	9	9	0
25	25168	1827	0	0	1991	6	2	7	0	0	10	11	0
25	25270	2058	1	0	1990	11	4	3	0	1	12	11	0
25	25033	1563	1	0	1991	9	3	1	0	2	10	11	1
25	25319	2181	0	0	1990	11	4	2	0	0	11	9	0
25	25039	1569	1	0	1991	11	4	1	0	4	6	7	0
25	25079	1663	0	0	1991	6	2	2	0	0	11	11	0
25	25062	1619	1	0	1991	4	2	6	0	2	12	10	2
25	25277	2077	1	0	1990	11	4	3	0	1	9	9	3
25	25001	1521	0	0	1991	1	1	2	0	0	13	11	0
25	25319	2182	1	0	1991	4	2	3	0	1	14	12	0
25	25001	1522	0	0	1991	6	2	3	0	0	16	10	0
25	25303	2145	0	0	1991	2	1	3	0	0	13	11	0
25	25069	1638	1	0	1990	10	4	1	0	1	12	11	0
25	25022	1548	1	0	1990	10	4	1	0	2	9	10	0
25	25232	1962	0	0	1990	11	4	4	0	0	13	9	0
25	25010	1534	1	0	1991	7	3	1	0	1	9	10	1
25	25062	1618	1	0	1990	10	4	5	0	1	9	8	0
25	25191	1874	0	0	1990	10	4	5	0	0	9	9	3
25	25290	2116	0	0	1991	10	4	5	0	0	12	10	1
25	25293	2121	1	0	1991	4	2	3	0	3	16	12	0
25	25240	1982	1	0	1991	5	2	5	0	1	14	11	0
25	25141	1773	1	0	1990	12	4	7	0	3	11	11	8
25	25090	1687	1	0	1991	7	3	2	0	3	13	11	0
25	25342	2239	0	0	1991	6	2	3	0	0	14	11	0
25	25215	1925	1	0	1990	10	4	4	0	1	11	10	3
25	25041	1573	1	0	1991	11	4	1	0	2	10	10	2
25	25165	1823	0	0	1991	10	4	8	0	0	15	12	0
25	25327	2202	1	0	1990	11	4	2	0	4	15	9	3
