"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
33	33036	4665	1	1	1991	2	1	6	7	6	16	16	5
33	33132	4910	1	1	1991	6	2	1	9	2	12	12	0
33	33120	4889	0	1	1991	9	3	2	0	0	9	10	0
33	33053	4714	1	1	1991	4	2	5	0	1	4	4	0
33	33038	4669	1	1	1990	10	4	5	0	1	10	9	0
33	33038	4670	1	1	1991	2	1	6	0	2	10	12	0
33	33022	4633	1	1	1990	12	4	6	0	1	13	13	0
33	33122	4893	0	1	1991	9	3	2	0	0	12	10	0
33	33054	4717	1	1	1991	4	2	5	0	1	10	11	0
33	33062	4742	0	1	1991	11	4	6	0	0	12	11	3
33	33126	4899	1	1	1991	5	2	1	0	2	10	13	2
33	33105	4857	1	1	1991	8	3	3	0	1	13	11	0
33	33070	4766	0	1	1991	10	4	5	0	0	9	9	0
33	33103	4851	1	1	1991	2	1	2	0	1	14	11	0
33	33009	4613	1	1	1991	5	2	8	0	1	11	11	0
33	33048	4701	0	1	1991	11	4	7	0	0	10	11	2
33	33037	4667	1	1	1991	3	1	6	0	1	13	11	1
33	33125	4898	1	1	1991	7	3	1	0	2	10	11	0
33	33115	4880	0	1	1991	8	3	2	0	0	13	12	0
33	33073	4773	1	1	1991	7	3	4	0	1	13	12	1
33	33137	4919	1	1	1991	9	3	1	0	1	9	10	1
33	33094	4829	0	1	1990	12	4	2	0	0	8	11	0
33	33077	4786	1	1	1991	10	4	5	0	3	15	13	1
33	33033	4661	1	1	1991	11	4	8	0	4	12	13	2
33	33058	4729	1	1	1991	6	2	5	0	4	15	13	0
33	33081	4792	1	1	1991	2	1	3	0	3	15	12	0
33	33107	4863	0	1	1991	10	4	3	0	0	14	12	0
33	33026	4642	0	1	1990	12	4	6	0	0	13	12	2
33	33073	4774	0	1	1991	11	4	5	0	0	14	10	1
33	33123	4894	1	1	1991	4	2	1	0	1	11	11	0
33	33022	4634	1	1	1991	5	2	7	0	3	9	9	0
33	33089	4815	1	1	1991	4	2	3	0	2	13	12	3
33	33102	4849	0	1	1991	7	3	3	0	0	13	10	0
33	33100	4844	1	1	1991	7	3	3	0	2	14	12	0
33	33145	4927	1	1	1991	10	4	1	0	1	13	13	0
33	33056	4722	1	1	1990	12	4	4	0	2	14	12	1
33	33143	4925	1	1	1991	10	4	1	0	2	14	13	0
33	33138	4920	0	1	1991	9	3	1	0	0	9	10	0
33	33111	4871	0	1	1991	7	3	2	0	0	10	10	0
33	33090	4818	1	1	1991	4	2	3	0	3	5	10	0
33	33024	4637	0	1	1990	11	4	6	0	0	12	12	1
33	33067	4756	0	1	1991	3	1	4	0	0	15	11	0
33	33019	4626	0	1	1991	3	1	7	0	0	15	11	0
33	33025	4641	1	1	1991	5	2	7	0	1	10	10	0
33	33026	4643	0	1	1991	7	3	7	0	0	3	3	0
33	33091	4822	1	1	1991	9	3	4	0	2	15	11	0
33	33032	4658	1	1	1991	10	4	8	0	4	15	14	0
33	33147	4929	0	1	1991	10	4	1	0	0	11	11	1
33	33051	4709	1	1	1991	8	3	6	0	2	16	12	1
33	33017	4623	1	1	1991	1	1	7	0	2	9	12	4
33	33102	4848	1	1	1991	2	1	2	0	2	10	12	1
33	33030	4653	1	1	1991	4	2	7	0	4	13	13	3
33	33024	4639	1	1	1991	8	3	8	0	2	11	12	4
33	33024	4638	1	1	1991	4	2	7	0	4	16	14	0
33	33099	4842	1	1	1991	11	4	4	0	1	15	11	0
33	33061	4738	0	1	1991	5	2	5	0	0	11	11	0
33	33088	4813	1	1	1991	10	4	4	0	7	18	18	0
33	33038	4671	1	1	1991	7	3	7	0	2	6	8	2
33	33087	4810	0	1	1991	10	4	4	0	0	10	11	0
33	33044	4689	1	1	1991	9	3	7	0	1	11	11	0
33	33067	4755	0	1	1990	10	4	3	0	0	11	12	0
33	33117	4884	0	1	1991	8	3	2	0	0	10	11	0
33	33084	4801	1	1	1991	7	3	4	0	1	9	9	0
33	33023	4636	1	1	1991	3	1	7	0	4	14	14	2
33	33028	4647	0	1	1990	11	4	6	0	0	11	12	3
33	33082	4796	1	1	1991	3	1	3	0	1	8	10	0
33	33089	4816	1	1	1991	9	3	4	0	1	8	11	0
33	33021	4631	1	1	1991	3	1	7	0	1	9	11	1
33	33042	4681	1	1	1990	10	4	5	0	1	9	9	1
33	33079	4788	0	1	1990	12	4	3	0	0	6	11	0
33	33093	4828	1	1	1991	8	3	4	0	2	15	13	1
33	33032	4656	0	1	1990	12	4	6	0	0	16	10	0
33	33030	4652	1	1	1990	11	4	6	0	2	11	13	2
33	33088	4811	1	1	1990	10	4	2	0	3	11	13	1
33	33102	4850	0	1	1991	11	4	4	0	0	13	10	1
33	33060	4734	1	1	1990	12	4	4	0	5	14	14	0
33	33004	4606	0	1	1991	2	1	8	0	0	10	10	1
33	33045	4691	1	1	1991	6	2	6	0	2	12	12	4
33	33009	4612	1	1	1990	12	4	7	0	3	15	13	1
33	33109	4867	1	1	1991	8	3	2	0	1	12	12	0
33	33058	4730	1	1	1991	10	4	6	0	4	5	13	0
33	33096	4834	1	1	1991	6	2	3	0	1	13	11	0
33	33027	4644	1	1	1990	11	4	5	0	3	11	12	0
33	33118	4885	0	1	1991	3	1	1	0	0	9	10	0
33	33092	4824	0	1	1991	3	1	3	0	0	11	11	1
33	33080	4791	1	1	1991	11	4	5	0	1	12	12	2
33	33074	4776	1	1	1991	4	2	4	0	1	10	10	0
33	33041	4678	0	1	1990	11	4	5	0	0	16	12	2
33	33057	4727	1	1	1991	9	3	6	0	2	11	13	0
33	33099	4840	1	1	1991	1	1	2	0	1	9	11	1
33	33050	4705	1	1	1991	3	1	5	0	3	14	13	1
33	33025	4640	1	1	1990	12	4	6	0	1	11	11	0
33	33099	4841	1	1	1991	6	2	3	0	1	16	13	0
33	33082	4797	0	1	1991	8	3	4	0	0	10	11	0
33	33033	4659	0	1	1991	1	1	6	0	0	14	9	1
33	33106	4860	1	1	1991	9	3	3	0	2	12	12	0
33	33088	4812	0	1	1991	5	2	3	0	0	8	10	0
33	33108	4865	0	1	1991	8	3	2	0	0	16	12	2
33	33059	4733	0	1	1991	11	4	7	0	0	12	10	2
33	33097	4838	0	1	1991	11	4	4	0	0	13	10	0
33	33021	4632	0	1	1991	8	3	8	0	0	8	10	1
33	33016	4621	1	1	1990	12	4	7	0	3	7	8	0
33	33012	4617	1	1	1990	11	4	7	0	1	10	12	5
33	33047	4696	0	1	1991	1	1	5	0	0	11	11	1
33	33031	4654	1	1	1990	12	4	6	0	3	9	12	2
33	33101	4845	0	1	1991	2	1	2	0	0	10	10	0
33	33063	4743	0	1	1991	2	1	4	0	0	4	8	0
33	33055	4720	0	1	1991	5	2	5	0	0	12	10	1
33	33063	4744	1	1	1991	7	3	5	0	2	10	11	0
33	33075	4779	1	1	1991	6	2	4	0	1	15	14	1
33	33060	4735	0	1	1991	5	2	5	0	0	6	10	0
33	33039	4673	1	1	1991	3	1	6	0	3	16	14	0
33	33131	4909	1	1	1991	11	4	2	0	1	12	11	0
33	33134	4914	0	1	1991	7	3	1	0	0	7	11	0
33	33097	4837	0	1	1991	6	2	3	0	0	10	21	0
33	33101	4847	1	1	1991	11	4	4	0	1	14	11	0
33	33003	4605	1	1	1990	11	4	8	0	2	12	12	4
33	33058	4728	1	1	1990	12	4	4	0	3	11	11	0
33	33044	4687	0	1	1990	11	4	5	0	0	10	11	0
33	33134	4915	1	1	1991	11	4	2	0	2	12	12	1
33	33071	4768	1	1	1991	12	4	3	0	2	7	11	2
33	33044	4688	1	1	1991	4	2	6	0	2	10	10	0
33	33035	4663	0	1	1991	2	1	6	0	0	9	9	1
33	33081	4794	0	1	1991	11	4	5	0	0	14	10	0
33	33064	4746	1	1	1990	11	4	3	0	1	14	13	0
33	33142	4924	0	1	1991	10	4	1	0	0	12	11	0
33	33034	4662	1	1	1991	1	1	6	0	1	12	11	3
33	33037	4668	1	1	1991	7	3	7	0	4	10	12	0
33	33080	4790	1	1	1991	6	2	4	0	2	16	14	2
33	33130	4906	0	1	1991	6	2	1	0	0	10	12	1
33	33042	4682	1	1	1991	3	1	6	1	3	12	13	3
33	33090	4819	0	1	1991	9	3	4	1	0	11	11	0
33	33082	4795	1	1	1990	10	4	2	1	4	14	15	0
33	33103	4852	1	1	1991	7	3	3	1	1	11	11	0
33	33081	4793	1	1	1991	6	2	4	1	1	12	13	1
33	33086	4806	1	1	1991	7	3	4	1	1	12	11	1
33	33050	4704	0	1	1990	10	4	4	1	0	13	10	0
33	33113	4875	0	1	1991	3	1	1	1	0	8	8	0
33	33094	4831	1	1	1991	9	3	4	1	1	12	13	1
33	33041	4680	0	1	1991	9	3	7	1	0	15	11	0
33	33069	4763	1	1	1991	8	3	5	1	1	12	13	3
33	33054	4716	1	1	1990	11	4	4	1	2	9	14	0
33	33032	4657	1	1	1991	5	2	7	1	1	15	12	0
33	33008	4611	1	1	1990	11	4	7	1	2	17	11	2
33	33140	4922	1	1	1991	9	3	1	1	3	14	13	1
33	33071	4767	1	1	1991	7	3	2	1	1	9	12	0
33	33021	4630	1	1	1990	11	4	6	1	1	9	10	1
33	33050	4706	1	1	1991	8	3	6	1	2	14	13	1
33	33089	4814	0	1	1990	11	4	2	1	0	11	12	0
33	33135	4916	0	1	1991	7	3	1	1	0	12	12	0
33	33114	4877	0	1	1991	3	1	1	1	0	4	9	0
33	33070	4765	1	1	1991	6	2	4	1	1	14	11	0
33	33104	4853	0	1	1991	2	1	2	1	0	9	12	0
33	33052	4711	1	1	1991	3	1	5	1	1	13	11	0
33	33053	4715	1	1	1991	9	3	6	1	2	12	14	3
33	33028	4648	1	1	1991	4	2	7	1	1	8	7	1
33	33020	4628	1	1	1991	1	1	6	1	2	8	12	2
33	33092	4823	1	1	1990	11	4	2	1	1	14	13	1
33	33077	4785	1	1	1991	5	2	4	1	2	15	12	0
33	33133	4913	1	1	1991	11	4	2	1	3	13	13	0
33	33086	4807	1	1	1991	11	4	5	1	3	16	13	0
33	33075	4780	1	1	1991	11	4	5	1	5	12	15	2
33	33069	4761	1	1	1990	11	4	3	1	1	14	14	0
33	33133	4912	1	1	1991	6	2	1	1	1	12	11	0
33	33093	4827	0	1	1991	3	1	3	1	0	11	12	1
33	33045	4692	1	1	1991	10	4	7	1	1	11	12	2
33	33076	4782	0	1	1991	5	2	4	1	0	13	11	0
33	33041	4679	1	1	1991	4	2	6	1	1	11	11	3
33	33112	4873	1	1	1991	2	1	1	1	1	9	11	0
33	33043	4686	1	1	1991	7	3	7	1	2	13	12	3
33	33074	4777	0	1	1991	9	3	5	1	0	13	12	2
33	33052	4710	1	1	1990	10	4	4	1	2	12	12	0
33	33054	4718	1	1	1991	8	3	6	1	1	11	11	0
33	33063	4745	1	1	1991	12	4	6	1	1	6	7	1
33	33015	4620	1	1	1991	1	1	7	1	2	15	12	2
33	33118	4886	1	1	1991	8	3	2	1	3	16	14	0
33	33033	4660	1	1	1991	6	2	7	1	2	12	11	1
33	33056	4724	1	1	1991	10	4	6	1	2	12	13	2
33	33107	4862	0	1	1991	5	2	2	1	0	8	11	0
33	33085	4802	1	1	1990	11	4	2	1	1	15	11	0
33	33062	4741	1	1	1991	6	2	5	1	2	15	11	0
33	33039	4674	1	1	1991	8	3	7	1	2	14	13	0
33	33076	4783	0	1	1991	9	3	5	1	0	16	13	0
33	33016	4622	1	1	1991	5	2	8	1	1	11	10	1
33	33043	4685	0	1	1991	3	1	6	1	0	11	11	1
33	33055	4719	0	1	1990	11	4	4	1	0	13	11	1
33	33070	4764	1	1	1991	1	1	3	1	1	14	12	1
33	33060	4736	1	1	1991	9	3	6	1	5	13	13	0
33	33115	4879	0	1	1991	3	1	1	1	0	9	9	0
33	33052	4712	1	1	1991	8	3	6	1	2	13	13	2
33	33136	4918	1	1	1991	10	4	2	1	1	10	12	0
33	33066	4752	1	1	1991	1	1	3	1	1	15	13	0
33	33057	4725	0	1	1990	11	4	4	1	0	16	11	2
33	33119	4888	0	1	1991	8	3	2	1	0	13	12	1
33	33010	4614	0	1	1990	11	4	7	1	0	10	10	2
33	33112	4874	0	1	1991	7	3	2	1	0	11	11	1
33	33131	4908	0	1	1991	6	2	1	1	0	11	13	0
33	33007	4610	1	1	1991	3	1	8	1	1	13	12	6
