"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
28	28069	3541	0	0	1990	11	4	2	3	0	10	10	4
28	28037	3461	1	0	1991	2	1	6	0	4	16	13	1
28	28115	3617	0	0	1991	10	4	1	0	0	12	29	1
28	28094	3594	1	0	1991	11	4	2	0	1	8	10	1
28	28030	3446	1	0	1991	10	4	7	0	4	14	10	1
28	28052	3502	1	0	1991	7	3	5	0	2	14	8	2
28	28053	3505	0	0	1991	11	4	6	0	0	9	9	0
28	28065	3532	1	0	1991	4	2	4	0	2	15	11	0
28	28064	3530	1	0	1991	11	4	5	0	2	12	9	0
28	28041	3473	0	0	1991	10	4	6	0	0	11	10	2
28	28062	3525	0	0	1991	3	1	3	0	0	12	10	0
28	28098	3600	1	0	1991	6	2	1	0	1	10	12	0
28	28067	3537	1	0	1991	10	4	5	0	1	11	10	0
28	28045	3484	1	0	1991	6	2	5	0	1	11	11	1
28	28007	3406	1	0	1991	1	1	9	0	5	14	13	2
28	28074	3557	1	0	1991	6	2	3	0	1	14	12	1
28	28079	3566	1	0	1991	2	1	2	0	5	13	17	2
28	28059	3516	0	0	1991	2	1	4	0	0	13	9	1
28	28003	3402	0	0	1990	11	4	8	0	0	11	9	1
28	28097	3599	0	0	1991	6	2	1	0	0	9	12	0
28	28061	3521	0	0	1990	12	4	3	0	0	16	12	0
28	28063	3527	1	0	1990	12	4	3	0	3	14	12	2
28	28017	3417	1	0	1991	6	2	7	0	2	12	13	2
28	28022	3428	0	0	1991	2	1	7	0	0	16	11	0
28	28082	3572	1	0	1991	7	3	2	0	1	11	11	0
28	28060	3518	1	0	1990	11	4	3	0	4	12	18	0
28	28010	3409	1	0	1990	12	4	7	0	5	11	12	2
28	28055	3507	0	0	1991	1	1	3	0	0	9	10	0
28	28022	3429	1	0	1991	8	3	8	0	1	15	11	0
28	28023	3430	1	0	1991	2	1	6	0	1	13	10	2
28	28083	3573	0	0	1991	2	1	1	0	0	11	12	0
