"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
23	23025	997	1	0	1991	4	2	9	6	11	14	15	3
23	23120	1197	1	0	1991	9	3	2	0	2	15	14	0
23	23034	1015	1	0	1990	12	4	5	0	1	13	10	2
23	23054	1058	1	0	1991	9	3	5	0	2	12	12	0
23	23121	1199	1	0	1991	9	3	2	0	1	8	7	0
23	23070	1096	1	0	1991	3	1	3	0	1	3	4	0
23	23056	1062	0	0	1990	10	4	3	0	0	9	9	1
23	23030	1008	1	0	1991	6	2	7	0	4	11	11	1
23	23007	961	0	0	1991	9	3	13	0	0	6	6	1
23	23075	1109	0	0	1991	4	2	5	0	0	13	13	0
23	23040	1028	1	0	1990	10	4	4	0	2	9	9	0
23	23080	1121	1	0	1991	1	1	2	0	2	9	9	1
23	23062	1079	1	0	1991	6	2	4	0	2	10	11	0
23	23039	1025	1	0	1991	1	1	5	0	1	7	5	4
23	23129	1213	1	0	1991	11	4	2	0	5	16	17	0
23	23111	1181	0	0	1991	7	3	2	0	0	15	10	0
23	23051	1051	0	0	1991	8	3	5	0	0	12	13	0
23	23063	1082	1	0	1991	6	2	4	0	2	15	15	0
23	23094	1149	1	0	1990	12	4	1	0	2	9	9	0
23	23106	1172	0	0	1991	7	3	2	0	0	11	11	0
23	23067	1090	1	0	1991	1	1	3	0	1	17	19	1
23	23124	1206	1	0	1991	9	3	2	0	1	11	11	1
23	23079	1118	1	0	1990	12	4	2	0	1	10	10	1
23	23069	1094	0	0	1991	7	3	4	0	0	13	13	1
23	23058	1067	1	0	1991	5	2	5	0	2	14	14	0
23	23145	1232	1	0	1991	10	4	1	0	1	12	12	0
23	23104	1168	0	0	1991	2	1	1	0	0	12	10	0
23	23102	1165	1	0	1991	2	1	1	0	1	10	10	1
23	23035	1018	1	0	1991	11	4	8	0	2	14	15	2
23	23104	1169	0	0	1991	7	3	2	0	0	6	8	0
23	23048	1043	0	0	1990	12	4	4	0	0	13	11	0
23	23090	1139	0	0	1990	10	4	1	0	0	11	11	0
23	23123	1202	0	0	1990	12	4	1	0	0	9	9	1
23	23130	1214	1	0	1991	6	2	1	0	1	8	7	1
23	23073	1104	0	0	1990	10	4	2	0	0	9	6	0
23	23049	1045	1	0	1991	6	2	5	0	2	14	13	0
23	23012	968	1	0	1990	12	4	8	0	3	11	10	1
23	23050	1048	0	0	1991	5	2	5	0	0	8	10	0
23	23006	958	1	0	1991	1	1	10	0	7	9	11	1
23	23071	1098	1	0	1990	11	4	2	0	2	13	13	0
23	23132	1217	0	0	1991	7	3	1	0	0	10	10	1
23	23079	1119	1	0	1991	6	2	3	0	1	12	12	5
23	23058	1068	1	0	1991	10	4	6	0	2	12	12	0
23	23078	1116	1	0	1990	12	4	2	0	1	3	4	0
23	23019	982	1	0	1990	11	4	9	0	1	9	9	0
23	23101	1164	1	0	1991	1	1	1	0	1	5	5	0
23	23008	962	1	0	1990	12	4	11	0	3	10	10	1
23	23147	1234	1	0	1991	9	3	1	0	1	12	6	0
23	23031	1011	1	0	1991	6	2	7	0	5	13	14	0
23	23138	1225	0	0	1991	7	3	1	0	0	7	10	0
23	23051	1049	1	0	1990	10	4	3	0	1	15	11	1
23	23055	1060	0	0	1991	3	1	4	0	0	9	9	0
23	23029	1006	0	0	1991	10	4	8	0	0	8	7	1
23	23073	1105	1	0	1991	3	1	3	0	1	9	7	2
23	23103	1167	1	0	1991	2	1	1	0	1	10	10	1
23	23059	1071	0	0	1991	9	3	5	0	0	12	12	2
23	23061	1077	0	0	1991	11	4	5	0	0	11	10	0
23	23054	1057	1	0	1991	3	1	4	0	2	10	15	3
23	23110	1179	1	0	1991	7	3	2	0	1	14	11	1
23	23098	1159	1	0	1991	1	1	1	0	1	9	9	0
23	23028	1002	1	0	1990	11	4	6	0	3	16	14	0
23	23047	1042	1	0	1991	10	4	6	0	1	8	11	0
23	23122	1200	1	0	1991	4	2	1	0	1	11	11	0
23	23140	1227	0	0	1991	9	3	1	0	0	10	10	0
23	23010	966	1	0	1991	10	4	11	0	1	9	8	5
23	23025	996	1	0	1990	11	4	8	0	1	11	9	3
23	23097	1156	1	0	1990	12	4	1	0	9	9	17	0
23	23083	1127	0	0	1991	6	2	3	0	0	11	11	0
23	23070	1097	1	0	1991	7	3	4	0	1	12	11	1
23	23051	1050	1	0	1991	3	1	4	0	2	14	12	1
23	23110	1178	1	0	1991	2	1	1	0	1	9	9	1
23	23036	1020	1	0	1991	10	4	6	0	3	16	13	1
23	23085	1132	1	0	1991	7	3	3	0	1	11	9	1
23	23033	1014	1	0	1990	10	4	5	0	2	11	9	0
23	23019	984	1	0	1991	9	3	11	0	1	10	10	1
23	23081	1123	1	0	1991	6	2	3	0	1	12	10	0
23	23093	1148	1	0	1991	10	4	3	0	1	8	8	1
23	23087	1135	0	0	1991	2	1	2	0	0	11	10	0
23	23014	972	0	0	1991	1	1	9	0	0	5	7	0
23	23088	1137	1	0	1991	7	3	3	0	1	10	11	0
23	23057	1065	1	0	1991	9	3	7	0	2	16	12	0
23	23072	1101	0	0	1990	10	4	2	0	0	11	11	0
23	23116	1190	0	0	1991	3	1	1	0	0	12	11	0
23	23093	1147	0	0	1991	5	2	2	0	0	9	9	2
23	23042	1031	1	0	1991	6	2	6	0	3	10	12	1
23	23007	960	1	0	1991	4	2	12	0	1	8	8	0
23	23072	1103	1	0	1991	8	3	4	0	2	13	11	0
23	23075	1110	1	0	1991	9	3	6	0	1	12	11	0
23	23084	1128	1	0	1991	1	1	2	0	1	4	9	0
23	23122	1201	1	0	1991	9	3	2	0	2	12	16	0
23	23082	1124	1	0	1991	3	1	2	0	1	10	12	1
23	23121	1198	0	0	1991	4	2	1	0	0	5	5	2
23	23023	992	0	0	1990	12	4	7	0	0	9	9	3
23	23023	993	1	0	1991	5	2	8	0	2	13	14	2
