"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
34	34073	5058	1	1	1991	1	1	5	0	5	11	11	1
34	34118	5169	0	1	1991	3	1	3	0	0	11	11	0
34	34117	5166	1	1	1991	4	2	3	0	1	12	12	1
34	34081	5079	0	1	1991	7	3	6	0	0	12	12	2
34	34095	5107	1	1	1991	1	1	4	0	3	15	14	0
34	34173	5289	1	1	1991	9	3	2	0	4	12	12	0
34	34213	5341	1	1	1991	10	4	1	0	1	9	10	1
34	34044	5003	1	1	1991	3	1	7	0	1	9	11	0
34	34020	4966	1	1	1991	5	2	3	0	1	10	12	0
34	34210	5338	1	1	1991	9	3	1	0	1	12	10	0
34	34059	5028	1	1	1991	7	3	6	0	2	9	9	3
34	34009	4949	0	1	1991	8	3	5	0	0	13	12	2
34	34172	5287	1	1	1991	9	3	2	0	1	5	7	1
34	34148	5238	0	1	1990	11	4	1	0	0	8	8	0
34	34125	5187	1	1	1991	5	2	4	0	1	9	10	0
34	34174	5290	1	1	1991	3	1	1	0	2	11	11	0
34	34099	5118	1	1	1991	1	1	4	0	5	13	13	2
34	34185	5310	1	1	1991	10	4	2	0	1	10	11	0
34	34140	5220	0	1	1991	7	3	3	0	0	14	11	2
34	34069	5048	0	1	1991	6	2	6	0	0	13	11	1
34	34082	5081	0	1	1991	6	2	6	0	0	9	7	1
34	34113	5155	0	1	1990	11	4	3	0	0	12	12	0
34	34096	5111	0	1	1991	6	2	5	0	0	8	8	0
34	34071	5053	1	1	1990	10	4	4	0	2	10	9	6
34	34208	5336	0	1	1991	8	3	1	0	0	11	9	0
34	34137	5213	1	1	1991	2	1	2	0	3	10	11	2
34	34092	5103	1	1	1991	3	1	5	0	1	11	12	3
34	34162	5269	0	1	1991	6	2	2	0	0	10	10	0
34	34128	5191	0	1	1990	11	4	2	0	0	6	10	0
34	34215	5343	0	1	1991	10	4	1	0	0	8	12	0
34	34122	5181	0	1	1991	6	2	4	0	0	9	7	1
34	34209	5337	1	1	1991	8	3	1	0	2	12	10	1
34	34100	5123	1	1	1991	10	4	6	0	5	18	17	0
34	34007	4943	1	1	1990	12	4	4	0	1	8	10	2
34	34051	5015	1	1	1991	10	4	8	0	1	12	10	1
34	34198	5326	1	1	1991	10	4	1	0	3	3	7	0
34	34015	4956	1	1	1991	3	1	8	0	2	4	10	6
34	34153	5249	0	1	1991	9	3	2	0	0	7	9	0
34	34016	4958	0	1	1991	3	1	3	0	0	6	7	3
34	34056	5022	1	1	1991	9	3	8	0	1	13	12	1
34	34188	5314	1	1	1991	11	4	2	0	1	13	12	0
34	34165	5274	1	1	1991	1	1	1	0	1	11	11	0
34	34121	5177	1	1	1990	12	4	3	0	1	15	12	0
34	34110	5147	1	1	1990	10	4	3	0	1	12	11	0
34	34106	5138	0	1	1991	7	3	5	0	0	16	10	2
34	34108	5143	1	1	1991	9	3	5	0	1	5	6	0
34	34040	5000	1	1	1991	1	1	7	0	1	9	7	1
34	34130	5197	0	1	1990	12	4	2	0	0	6	11	0
34	34058	5025	1	1	1991	1	1	6	0	1	13	10	1
34	34074	5060	0	1	1991	1	1	5	0	0	12	11	1
34	34145	5229	1	1	1990	10	4	1	0	4	11	11	0
34	34123	5182	0	1	1991	2	1	3	0	0	10	11	0
34	34051	5014	0	1	1991	5	2	7	0	0	10	10	0
34	34157	5255	1	1	1990	12	4	1	0	4	12	15	1
34	34136	5210	1	1	1991	1	1	2	0	2	12	12	0
34	34063	5036	0	1	1991	7	3	6	0	0	6	10	0
34	34104	5133	0	1	1991	1	1	4	0	0	7	9	1
34	34181	5303	1	1	1991	9	3	2	0	3	13	11	0
34	34111	5150	1	1	1991	3	1	4	0	2	11	11	0
34	34090	5098	1	1	1991	8	3	5	0	6	14	17	0
34	34176	5294	1	1	1991	4	2	1	0	2	9	9	0
34	34141	5221	1	1	1991	2	1	2	0	1	12	10	0
34	34075	5062	1	1	1990	12	4	5	0	3	14	14	1
34	34071	5055	1	1	1991	8	3	6	0	2	10	9	1
34	34077	5070	1	1	1991	11	4	7	0	5	15	14	2
34	34175	5292	0	1	1991	3	1	1	0	0	9	9	0
34	34070	5052	1	1	1991	10	4	7	0	1	13	13	2
34	34089	5096	1	1	1991	8	3	6	0	11	8	20	2
34	34166	5276	1	1	1991	1	1	1	0	2	3	9	7
34	34001	4930	0	1	1991	1	1	4	0	0	12	12	1
34	34170	5283	0	1	1991	2	1	1	0	0	9	9	1
34	34207	5335	0	1	1991	8	3	1	0	0	10	10	0
