"herd"	"sowid"	"litter"	"lmort"	"herdtype"	"year"	"month"	"quarter"	"sow_parity"	"sow_tx"	"dead"	"lsize"	"n"	"stillb"
21	21058	416	0	0	1991	4	2	1	4	0	6	10	0
21	21087	456	0	0	1991	10	4	1	0	0	10	10	3
21	21005	295	1	0	1991	3	1	6	0	1	13	12	0
21	21003	291	0	0	1991	7	3	7	0	0	10	10	0
21	21005	294	1	0	1990	10	4	5	0	1	13	12	0
21	21051	405	0	0	1991	5	2	2	0	0	13	12	0
21	21067	432	0	0	1991	4	2	1	0	0	8	8	2
21	21021	333	0	0	1990	11	4	4	0	0	4	8	1
21	21020	330	1	0	1990	11	4	4	0	1	10	10	2
21	21008	302	0	0	1990	12	4	5	0	0	10	10	1
21	21038	376	0	0	1991	9	3	4	0	0	11	11	1
21	21014	316	1	0	1991	6	2	6	0	1	13	11	0
21	21023	336	1	0	1991	1	1	4	0	2	16	13	1
21	21027	347	0	0	1990	10	4	3	0	0	6	6	1
21	21036	370	0	0	1991	3	1	3	0	0	5	10	0
21	21062	423	1	0	1991	3	1	1	0	2	6	12	0
21	21091	460	1	0	1990	12	4	7	0	1	12	12	0
21	21041	382	0	0	1991	4	2	3	0	0	10	10	1
21	21096	472	0	0	1990	12	4	6	0	0	13	12	0
21	21039	379	0	0	1991	8	3	4	0	0	2	8	0
21	21029	352	0	0	1990	10	4	3	0	0	14	11	0
21	21008	303	0	0	1991	5	2	6	0	0	11	9	0
21	21091	461	1	0	1991	5	2	8	0	1	13	12	0
21	21004	293	1	0	1991	11	4	7	0	1	6	8	1
21	21030	357	1	0	1991	8	3	5	0	2	15	11	0
21	21002	289	1	0	1991	7	3	7	0	1	12	10	0
21	21044	388	0	0	1991	4	2	2	0	0	8	9	0
21	21028	350	0	0	1990	10	4	3	0	0	13	10	0
21	21047	396	0	0	1991	5	2	3	0	0	10	10	0
21	21034	366	0	0	1991	7	3	4	0	0	2	8	0
21	21039	378	0	0	1991	3	1	3	0	0	14	11	0
21	21007	300	1	0	1990	10	4	5	0	2	11	12	1
21	21032	361	1	0	1991	1	1	3	0	1	11	10	0
21	21090	459	1	0	1990	12	4	8	0	4	14	14	3
21	21042	385	1	0	1991	4	2	3	0	1	13	10	0
21	21066	430	1	0	1991	4	2	1	0	1	11	11	0
21	21006	299	1	0	1991	8	3	7	0	2	12	9	1
21	21067	433	1	0	1991	9	3	2	0	1	11	11	0
21	21052	408	1	0	1991	4	2	2	0	2	15	13	0
21	21012	312	1	0	1991	6	2	6	0	1	7	13	1
21	21050	402	0	0	1991	5	2	2	0	0	9	9	0
21	21061	422	1	0	1991	7	3	2	0	1	10	11	1
21	21019	328	0	0	1990	11	4	4	0	0	11	11	0
